id,tagID,tagValue
1895,33::232::299::292::8728::302::5220::7327,experimental::addictive::world::folk::bi daha dinlicem::ethnic::balkan::gypsy punk
1992,848::970::72::1287::2139::386::25::5740::1355::10241,hair metal::hellish song::hard rock::rock 80s::halloween::heavy metal::80s::watched live::christmas::love songs suck and fairytales are not true
1414,386::72::1025::1::73::2637::25::192::10241::11233,heavy metal::hard rock::1990::metal::rock::god::80s::classic rock::love songs suck and fairytales are not true::rip
1015,72::1193::25::73::2139::231::80::4711::735::5533::4162::848::1023::213::8521::127::9997::483::229::24::352,hard rock::timeless rock::80s::rock::halloween::ballad::glam rock::random songs::70s::fucking epic::kiss::hair metal::1992::beautiful::tribute albums::seen live::ae::party::epic::pop::90s
850,386::2030::1::9997::227,heavy metal::my 500 essential songs::metal::ae::comedy
85,192::72::1097::25::73::3495::3242::735::1495::850::122::1671::3364::16::730::12401::662::12564::80,classic rock::hard rock::covers::80s::rock::tag your songs properly::sick::70s::sex::cover::old school::summer song::crap::new wave::love at first listen::aerosmith::perfect::original hard rock::glam rock
1657,386::72::1097::25::73::192::3495::709::5503::1722::4161::511::17::8738::8048::7948::352,heavy metal::hard rock::covers::80s::rock::classic rock::tag your songs properly::1982::great hard rock band of 80s::hard::van halen::english::synth pop::as tags::driving music::anos 80::90s
593,2142::81::84::73::79::134::1424::824::370::1039::297::16::11791,songs for gil::indie::indie rock::rock::alternative::singer-songwriter::drugs::mellow::favorite::1997::pop-rock::new wave::not-emo
1627,79::73::72::352::108::127,alternative::rock::hard rock::90s::rock and roll::seen live
1211,73::72::8500::25::1596,rock::hard rock::best songs of the 80s::80s::singer
2,72::1100::73::370::170::78::352::79::1358::2::12209,hard rock::rain::rock::favorite::grunge::alternative rock::90s::alternative::post-grunge::alternative metal::other great tracks
2409,99::84::81::24::6483::364::7762::8855::9182::9817::1964,sunshine::indie rock::indie::pop::complete sentences::favorites::indie-ish::smooth night driving::sxsw2006::indie luv::bouncy
1896,72::73::1::4952::360,hard rock::rock::metal::oui fm::australian
1007,73::5137::2244::543::2958::6805::72,rock::road trip::space rock::stoner rock::new jersey::scifi::hard rock
2376,249::72::1722::84::73,garage rock::hard rock::hard::indie rock::rock
1930,138::82::7::2139::1222::1::179::6795::3008,hard rock - metal::doom metal::gothic metal::halloween::hardcore punk::metal::gothic::colors::good stuff
409,18::79::187::13::33::1100::39::8670::73::1835::14::70,electronic::alternative::electronica::chillout::experimental::rain::dance::iron jesus::rock::beats::ambient::dubstep
2349,76::1::1681::5::385::82::56::9640,progressive metal::metal::dark-doom::death metal::melodic death metal::doom metal::melancholic::bazarov
1953,72::80::2140::10473,hard rock::glam rock::rock hard::rocknroll
1893,91::376::1::194::127,thrash metal::metalcore::metal::hardcore::seen live
2617,18::21::191::819::13::15::187::2529::14::4278::3471::719::127::352::6031::1495::184::6957::7255::7962::570::8730::2602::9821::11469::130,electronic::trip-hop::instrumental::my music pillow::chillout::downtempo::electronica::1st vine::ambient::curious about::massive attack::gossip girl::seen live::90s::xcause::sex::soundtrack::sweet electronic::mistagged track::mainstream music that doesnt suck::techno::drug music::ambient dub::inlove::myfavoritesongs::female vocalists
698,1::72::386,metal::hard rock::heavy metal
335,1::177::127::79::130::9716::376::78::3597,metal::nu metal::seen live::alternative::female vocalists::emofuck::metalcore::alternative rock::russia
2518,102::5818::6175::24::6190::8397::130::167::103,hip-hop::4m4zinq::keyshia cola::pop::keyshia cole::jams::female vocalists::rnb::rap
1250,79::24::39::9280,alternative::pop::dance::histerica
2501,308::24::728,latin::pop::rock en espanol
2202,683::1767::286::5818::8303,country pop::country ladies::pretty::4m4zinq::tbu
1633,167::231::24::49::6183::640,rnb::ballad::pop::female vocalist::letoya::urban
156,720::130::308::2806::9824::6818,salsa::female vocalists::latin::divas::i love my dad taste::cuba
1749,319::24::308::231::8300::356,spanish::pop::latin::ballad::good old times::latin pop
888,229::296::4289::81::33::1495::713::2824::1882,epic::indie pop::songs ive obsessed over::indie::experimental::sex::best song ever::violin::favorite song
2184,563::86::61::9::7188,terrorbanana::ebm::industrial::electro-industrial::approfondire
2151,2143::81::18::32::33::127::364::7412::87::11934,my angular favourites::indie::electronic::avant-garde::experimental::seen live::favorites::song::post-rock::heartbroke
1244,836::5143::88::6421::81::7761::84::79::8497::32::127::33::21::483,dreamy::gospel-noise::psychedelic::skins season 3::indie::favorite band::indie rock::alternative::all the best::avant-garde::seen live::experimental::trip-hop::party
1257,79::2146::364::18::296::4289::84::213::6504::185::81::724::11792::24::611,alternative::female vocalists i like::favorites::electronic::indie pop::songs ive obsessed over::indie rock::beautiful::songs of love and madness::acoustic::indie::happy::songs to download later::pop::canadian
1704,130::1352::39::3070::24::167::6205::346::371::11280::1955,female vocalists::love songs::dance::ja chorei horrores::pop::rnb::toni braxton::female::r and b::ooh girl::90's
1819,2142::79::352::78::391::234,songs for gil::alternative::90s::alternative rock::shoegaze::amazing
672,2142::127::84::81::5452::364::8497::73::21,songs for gil::seen live::indie rock::indie::cigarettes::favorites::all the best::rock::trip-hop
2403,46::95::83::13::4260::1593::5641::130::670::8510::829::11614::21,melancholy::autumn::jazz::chillout::voodoo women::popular::night and day::female vocalists::girl power::best songs of 1900 to 1950::blues::wicked women::trip-hop
2578,210::2142::84::4289::79::81::364::611::9182::9823::10230::275::11791,00s::songs for gil::indie rock::songs ive obsessed over::alternative::indie::favorites::canadian::sxsw2006::rock me babe::listened more than 10 times in a row::post-punk::not-emo
992,6701::79::6976::9950::78::7922,epically romantic::alternative::i love this song::fossa::alternative rock::check out later
227,24::9818::73::9322::12579,pop::neon space::rock::best of 2006::teddy geiger
1404,194::180::376::127,hardcore::post-hardcore::metalcore::seen live
2395,178::180::176::186::7570::127,screamo::post-hardcore::emo::emocore::ienfe::seen live
1838,79::18::206::130::61::12584,alternative::electronic::<3::female vocalists::industrial::porcelain and the tramps
1259,130::73::176::24::30::11222,female vocalists::rock::emo::pop::german::me likey
1952,73::98::193::5818::1634,rock::summer::country::4m4zinq::modern country
441,1096::1767::1871::49::193::7493::130,chill zone::country ladies::favorite country music female::female vocalist::country::cheesy pop::female vocalists
105,24::193::98::1490::1872::73::5818,pop::country::summer::fav tracks::favorite country music group::rock::4m4zinq
548,1098::24::308::228::8300::728::319::356,miserable::pop::latin::catchy::good old times::rock en espanol::spanish::latin pop
2365,292::23::130::191,folk::new age::female vocalists::instrumental
1165,1099::134::1873::193::25::184,christmas blend::singer-songwriter::favorite country music male::country::80s::soundtrack
2584,134::352::1553::2030::1354::123::25::24::192::73::216::8524::797::527::6865::387,singer-songwriter::90s::rb::my 500 essential songs::soft rock::new york::80s::pop::classic rock::rock::american::storytelling::masterpiece::classic::ragtime::progressive rock
1499,184::33::191::1302::7113::8506,soundtrack::experimental::instrumental::composer::relaxing music::oscar winning songs
1699,193::1876::81::9228,country::favorite country duo::indie::southern country rock
374,311::824::735::265::105::5367::508::306::247::8497::4449::1492::185,reggae::mellow::70s::ska::house::rick ghraphixxx::love::male vocalists::60s::all the best::90210::relax::acoustic
138,98::1767::1871::193::130::184::3572::10237::346::352,summer::country ladies::favorite country music female::country::female vocalists::soundtrack::loved::bright and lovely::female::90s
2546,137::1352::1872::193::5818::352,specials to 3mmey::love songs::favorite country music group::country::4m4zinq::90s
1933,83::98::251::1356::7114::8497::24::206::12291,jazz::summer::swing::50s::classic jazz::all the best::pop::<3::valentines day
1217,1101::191::724::83::695::9240::3863::12029,morning::instrumental::happy::jazz::oldies::sweet bands::30s::tinosoft
235,134::24::693::130::432,singer-songwriter::pop::mpb::female vocalists::brazilian
902,1096::512::24::127::8300::308::319,chill zone::romantic::pop::seen live::good old times::latin::spanish
2000,192::2363::25::72::73::735::5532::6624::122::8048::229::387::4141,classic rock::ultimate rock ballads::80s::hard rock::rock::70s::baixar::rolling stones top 500::old school::driving music::epic::progressive rock::old
2495,1767::130::134::193::3075,country ladies::female vocalists::singer-songwriter::country::bluegrass
282,95::545::25::193::184::9981::11223,autumn::classical::80s::country::soundtrack::king of country::so sweet
281,843::956::1100::90::2191::25::387::73::792::14::306::850::8513::8572::8826::1091::24::16::33::299,rock ballad::the beowulfs choice::rain::trance::college rock::80s::progressive rock::rock::1980s::ambient::male vocalists::cover::songs::bad day::late night tunes::inspirational::pop::new wave::experimental::world
1594,956::1103::18::61::4625::33::9429::10092,the beowulfs choice::industri::electronic::industrial::throbbing gristle::experimental::dark disco::blitz playlist
2673,61::233::6915::33::185,industrial::dark::the last of the great early experimental current 93 albums::experimental::acoustic
1572,79::2140::33::1::32::9640::67,alternative::rock hard::experimental::metal::avant-garde::bazarov::noise
1110,964::2143::88::32::73::33::6900::7253::3600::370,ogonj::my angular favourites::psychedelic::avant-garde::rock::experimental::title is a full sentence::check::1969::favorite
2359,184::2139::3652::1302::4994::6763::25::287::191::229,soundtrack::halloween::new beat::composer::movie score composers::prejebeno::80s::lovely::instrumental::epic
1403,18::181::275::4624::5144::1106::11469::74,electronic::punk::post-punk::suicide::sexy and energetic::no wave::myfavoritesongs::synthpop
2607,275::3::5329::33,post-punk::goth rock::anti-folk::experimental
1019,79::2138::6800::39::3527::16,alternative::first-rate and free::baggy::dance::madchester::new wave
329,2142::275::79::128::7267::25::16::10110,songs for gil::post-punk::alternative::hit::9100::80s::new wave::psychosis
1521,102::92::24::127::527::11691::103::304::352,hip-hop::dope::pop::seen live::classic::egzamin::rap::hip hop::90s
2182,25::265::1890::16::1048::181::73::252::8573::195::12208,80s::ska::two-tone::new wave::1981::punk::rock::mod::life on mars::british::new wave and eighties
588,551::79::32::33::2140::73::7969,lastfm hipster artists::alternative::avant-garde::experimental::rock hard::rock::lolcore
1971,18::1136::1982::39::483,electronic::bass::eletronica::dance::party
86,4::1::5::1532::850::6770::121,black metal::metal::death metal::symphonic black metal::cover::who is goth lol::uk
1194,311::73::1468::824::735::134::105::5130::6799::69::247::8497::299,reggae::rock::roots reggae::mellow::70s::singer-songwriter::house::peter tosh::musical genres::dub::60s::all the best::world
497,18::39::706::570::30,electronic::dance::2008::techno::german
1376,39::2272::105::18,dance::progressive house::house::electronic
1682,24::25::209::1098::167::39::2196::625::231::1032::130::7937::508::8506::6900::12025::19,pop::80s::legend::miserable::rnb::dance::new discovery::soul::ballad::1991::female vocalists::pop singles::love::oscar winning songs::title is a full sentence::powerfull voices::80's
752,18::24::39::706::49::10060::713::6450::74::1882::352,electronic::pop::dance::2008::female vocalist::robyn::best song ever::handclaps::synthpop::favorite song::90s
377,24::352::1489::39::49::231::1128::625::201::3685::238::13::203::1671::127::9558::11488::389::9745::1955::7108,pop::90s::fav female singers::dance::female vocalist::ballad::spice girls::soul::guilty pleasures::chicas picantes::sexy::chillout::disco::summer song::seen live::forever::soundtrack of my childhood::britpop::makes me wanna dance::90's::friendship
1873,73::84::249::79::8032::184::46::81::39,rock::indie rock::garage rock::alternative::dance with somebody::soundtrack::melancholy::indie::dance
2676,73::1::72::1090::989::1210,rock::metal::hard rock::2000::duet::southern rock
1842,73::109::81::10212::24::2349,rock::pop rock::indie::musikfuerrundumdieuhr::pop::sweet
2280,25::24::73::1099::134::1354::611::1029::193::231::8572::3364::192::127::229::4070,80s::pop::rock::christmas blend::singer-songwriter::soft rock::canadian::1993::country::ballad::bad day::crap::classic rock::seen live::epic::xmas
